Result Type,Objective,Platform,Ad,Ad Group,Campaign,Spend,Impressions,Clicks,Video Starts,Reach,Video Full Completion,Engagements,Results,Text,Text ID
Missing Value,Brand awareness,LinkedIn,Alumni - Awareness_Alumni - - Awareness ,Alumni - Awareness,Distinguished Alumni Awards,250.0,54854,135,0.0,0.0,0.0,135,0.0,SMU Distinguished Alumni Awards,157
Missing Value,Brand awareness,LinkedIn,Arts/Theatre Enthusiasts_Meadows Dedication,Arts/Theatre Enthusiasts,Meadows Dedication ,249.34,43947,17,39744.0,0.0,18716.0,17,0.0,Inspiring Spaces for Aspiring Artists,102
Missing Value,Website visits,LinkedIn,Athletic Collegiate Audience_Athletic Ad,Athletic Collegiate Audience,SMU Athletic Conference,399.99,51422,186,0.0,0.0,0.0,214,0.0,It's time to Pony Up!,112
Missing Value,Brand awareness,LinkedIn,Brand awareness - Ad 1_Fires of Change,Brand awareness - Ad 1,SMU in Southern California,1000.0,177589,166,0.0,0.0,0.0,166,0.0,Stoking the Fires of Change,191
Missing Value,Brand awareness,LinkedIn,"Brand awareness - Jun 1, 2022_SoCal - Mudslide ad","Brand awareness - Jun 1, 2022",SMU in Southern California,1000.0,172887,76,154764.0,0.0,111152.0,76,0.0,SMU's Supercomputer Detects the Unseen,175
Missing Value,Brand awareness,LinkedIn,"Brand awareness - May 19, 2022_Military Alumni Ad","Brand awareness - May 19, 2022",SMU in Southern California,1000.0,107397,112,0.0,0.0,0.0,112,0.0,Celebrating Bold Mustangs Who Serve our Country,53
Missing Value,Brand awareness,LinkedIn,"Brand awareness - Sep 19, 2022_NACAC Research Ad","Brand awareness - Sep 19, 2022",NACAC in Houston Ad | Sept. 2022,296.51,31310,90,0.0,0.0,0.0,90,0.0,"Tiny, but precise: NASA-sponsored team creates compact device to help spaceships land safely on planets",222
Missing Value,Brand awareness,LinkedIn,DFW Geographical Area_Meadows Dedication,DFW Geographical Area,Meadows Dedication ,249.6,37797,23,34102.0,0.0,15148.0,23,0.0,Inspiring Spaces for Aspiring Artists,102
Missing Value,Website visits,LinkedIn,Dallas Geographic Area (photo)_196239226,Dallas Geographic Area (photo),Innovation Editorial | June 2022,333.0,21170,158,0.0,0.0,0.0,195,0.0,Tapping into SMU’s Innovative Ecosystem,199
Missing Value,Website visits,LinkedIn,Dallas Geographic Area (video)_Courtney Ad,Dallas Geographic Area (video),Innovation Editorial | June 2022,320.17,18081,68,13579.0,0.0,2362.0,73,0.0,SMU Alum Connects Tech with Beauty,155
Missing Value,Website visits,LinkedIn,Dallas Geographic Area (video)_Raleigh Ad,Dallas Geographic Area (video),Innovation Editorial | June 2022,346.83,19685,74,14435.0,0.0,4888.0,107,0.0,Sweet Tea for a Sweet Purpose,194
Missing Value,Website visits,LinkedIn,Dallas Geographic Area_Ad 1,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",35.8,453,3,0.0,0.0,0.0,12,0.0,Mustang Stories from the Hilltop,131
Missing Value,Website visits,LinkedIn,Dallas Geographic Area_Ad 2,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",90.78,1245,19,0.0,0.0,0.0,100,0.0,Mustang Stories from the Hilltop,131
Missing Value,Website visits,LinkedIn,Dallas Geographic Area_Ad 3,Dallas Geographic Area,CollegePlus Editorial - 2022,792.5699999999999,14728,112,0.0,0.0,0.0,454,0.0,"Bringing Big Ideas to Life at SMU, Visit Website To Know More.",47
Missing Value,Website visits,LinkedIn,Dallas Geographic Area_Ad 3,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",708.15,4637,124,0.0,0.0,0.0,682,0.0,Mustang Stories from the Hilltop,131
Missing Value,Website visits,LinkedIn,Dallas Geographic Area_Ad 4,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",42.74,506,2,0.0,0.0,0.0,6,0.0,Mustang Stories from the Hilltop,131
Missing Value,Website visits,LinkedIn,Dallas Geographic Area_Ad 4,Dallas Geographic Area,Kelvin Beachum Gallery Editorial | May 2022,565.16,8079,71,0.0,0.0,0.0,216,0.0,Igniting Conversations With Art,95
Missing Value,Website visits,LinkedIn,Dallas Geographic Area_Ad 5,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",46.77,524,3,0.0,0.0,0.0,31,0.0,Mustang Stories from the Hilltop,131
Missing Value,Website visits,LinkedIn,Dallas Geographic Area_Ad 5,Dallas Geographic Area,Kelvin Beachum Gallery Editorial | May 2022,1434.72,19647,86,0.0,0.0,0.0,382,0.0,"Igniting Conversations With Art, Visit Website To Know More.",96
Missing Value,Website visits,LinkedIn,Dallas Geographic Area_Ad 6,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",37.71,380,3,0.0,0.0,0.0,11,0.0,"Mustang Stories from the Hilltop, Visit Website To Know More.",132
Missing Value,Website visits,LinkedIn,Dallas Geographic Area_Ad 7,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",37.99,403,1,0.0,0.0,0.0,4,0.0,"Mustang Stories from the Hilltop, Visit Website To Learn More.",133
Missing Value,Website visits,LinkedIn,Dallas geographic area_Ad 2,Dallas geographic area,Cox Groundbreaking | May 2022,13.77,225,3,0.0,0.0,0.0,10,0.0,SMU’s new home for business education,176
Missing Value,Website visits,LinkedIn,Dallas geographic area_Ad 3,Dallas geographic area,Cox Groundbreaking | May 2022,6.7299999999999995,51,0,0.0,0.0,0.0,1,0.0,Igniting the future of business education,97
Missing Value,Website visits,LinkedIn,Dallas geographic area_Ad 4,Dallas geographic area,Cox Groundbreaking | May 2022,6.93,62,0,0.0,0.0,0.0,3,0.0,Igniting the future of business education,97
Missing Value,Website visits,LinkedIn,Dallas geographic area_Ad 5,Dallas geographic area,Cox Groundbreaking | May 2022,472.56,7098,19,0.0,0.0,0.0,78,0.0,Explore the future of SMU Cox,70
Missing Value,Website visits,LinkedIn,Dallas geographic area_Ad 5,Dallas geographic area,Spears Gift Announcement - Wave 1,306.33,5937,44,0.0,0.0,0.0,116,0.0,A new initiative to benefit Dallas and beyond,30
Missing Value,Brand awareness,LinkedIn,Dallas geographic area_Ad 5,Dallas geographic area,Spears Gift Announcement - Wave 2,499.82,14670,148,0.0,0.0,0.0,148,0.0,A new initiative to benefit Dallas and beyond,30
Missing Value,Website visits,LinkedIn,Dallas geographic area_Ad 6,Dallas geographic area,Access SMU Wave 1,401.75,4601,18,0.0,0.0,0.0,54,0.0,Launching Access SMU,114
Missing Value,Website visits,LinkedIn,Entrepreneurship (photo)_Innovation General Ad,Entrepreneurship (photo),Innovation Editorial | June 2022,333.0,57209,229,0.0,0.0,0.0,230,0.0,Tapping into SMU’s Innovative Ecosystem,199
Missing Value,Website visits,LinkedIn,Entrepreneurship (video)_Courtney Ad,Entrepreneurship (video),Innovation Editorial | June 2022,305.03,33764,83,26753.0,0.0,5485.0,98,0.0,SMU Alum Connects Tech with Beauty,155
Missing Value,Website visits,LinkedIn,Entrepreneurship (video)_Raleigh Ad,Entrepreneurship (video),Innovation Editorial | June 2022,361.97,36885,113,28284.0,0.0,12582.0,172,0.0,Sweet Tea for a Sweet Purpose,194
Missing Value,Website visits,LinkedIn,Higher Ed Audience (photo)_196237656,Higher Ed Audience (photo),Innovation Editorial | June 2022,259.82,26912,164,0.0,0.0,0.0,167,0.0,Tapping into SMU’s Innovative Ecosystem,199
Missing Value,Website visits,LinkedIn,Higher Ed Audience (video)_Courtney Ad,Higher Ed Audience (video),Innovation Editorial | June 2022,320.48,29898,96,24133.0,0.0,4275.0,98,0.0,SMU Alum Connects Tech with Beauty,155
Missing Value,Website visits,LinkedIn,Higher Ed Audience (video)_Raleigh Ad,Higher Ed Audience (video),Innovation Editorial | June 2022,346.52,31035,120,24743.0,0.0,10411.0,147,0.0,Sweet Tea for a Sweet Purpose,194
Missing Value,Brand awareness,LinkedIn,Higher Ed Influencers - Broad_Armstrong Gift Announcement,Higher Ed Influencers - Broad,Armstrong Gift Announcement | Awareness | Ignited,166.32,54348,99,0.0,0.0,0.0,99,0.0,Shaping Champions,183
Missing Value,Brand awareness,LinkedIn,Higher Ed Influencers - Broad_Baby Supercomputer - Broad,Higher Ed Influencers - Broad,July 2022 Editorial - Baby Supercomputer,492.22,81112,82,0.0,0.0,0.0,82,0.0,Thinking Inside the Box,213
Missing Value,Brand awareness,LinkedIn,Higher Ed Influencers-Targeted_Baby Supercomputer - Targeted,Higher Ed Influencers-Targeted,July 2022 Editorial - Baby Supercomputer,750.0,96354,104,0.0,0.0,0.0,104,0.0,The Ultimate DIY Challenge,203
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 1,Higher Ed Influencers,"Here We Go, Mustangs! Editorial - 2022",36.56,1380,10,0.0,0.0,0.0,30,0.0,Mustang Stories from the Hilltop,131
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 1,Higher Ed Influencers,Spears Gift Announcement - Wave 1,16.23,461,3,0.0,0.0,0.0,8,0.0,New to the SMU Cox School of Business,134
Missing Value,Brand awareness,LinkedIn,Higher Ed Influencers_Ad 1,Higher Ed Influencers,Spears Gift Announcement - Wave 2,28.48,1223,3,0.0,0.0,0.0,3,0.0,New to the SMU Cox School of Business,134
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 2,Higher Ed Influencers,Cox Groundbreaking | May 2022,1338.3,33701,227,0.0,0.0,0.0,564,0.0,SMU’s new home for business education,176
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 2,Higher Ed Influencers,"Here We Go, Mustangs! Editorial - 2022",43.14,1724,14,0.0,0.0,0.0,66,0.0,Mustang Stories from the Hilltop,131
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 3,Higher Ed Influencers,CollegePlus Editorial - 2022,1586.85,61911,330,0.0,0.0,0.0,899,0.0,Bringing Big Ideas to Life at SMU,46
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 3,Higher Ed Influencers,Cox Groundbreaking | May 2022,0.26,6,0,0.0,0.0,0.0,0,0.0,Igniting the future of business education,97
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 3,Higher Ed Influencers,"Here We Go, Mustangs! Editorial - 2022",420.26,16567,201,0.0,0.0,0.0,1036,0.0,Mustang Stories from the Hilltop,131
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 3,Higher Ed Influencers,Spears Gift Announcement - Wave 1,436.93,9543,29,0.0,0.0,0.0,72,0.0,Introducing the William S. Spears Institute for Entrepreneurial Leadership,105
Missing Value,Brand awareness,LinkedIn,Higher Ed Influencers_Ad 3,Higher Ed Influencers,Spears Gift Announcement - Wave 2,24.21,949,3,0.0,0.0,0.0,3,0.0,Introducing the William S. Spears Institute for Entrepreneurial Leadership,105
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 4,Higher Ed Influencers,Cox Groundbreaking | May 2022,159.44,3764,17,0.0,0.0,0.0,59,0.0,Igniting the future of business education,97
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 4,Higher Ed Influencers,Kelvin Beachum Gallery Editorial | May 2022,938.12,22098,160,0.0,0.0,0.0,397,0.0,Igniting Conversations With Art,95
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 4,Higher Ed Influencers,Spears Gift Announcement - Wave 1,0.72,24,1,0.0,0.0,0.0,2,0.0,"Introducing the William S. Spears Institute for Entrepreneurial Leadership, Visit Website To Know More.",106
Missing Value,Brand awareness,LinkedIn,Higher Ed Influencers_Ad 4,Higher Ed Influencers,Spears Gift Announcement - Wave 2,697.18,26840,124,0.0,0.0,0.0,124,0.0,"Introducing the William S. Spears Institute for Entrepreneurial Leadership, Visit Website To Know More.",106
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 5,Higher Ed Influencers,Cox Groundbreaking | May 2022,0.6599999999999999,12,0,0.0,0.0,0.0,0,0.0,Explore the future of SMU Cox,70
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 5,Higher Ed Influencers,Kelvin Beachum Gallery Editorial | May 2022,61.88,1471,6,0.0,0.0,0.0,21,0.0,Igniting Conversations With Art,95
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 7,Higher Ed Influencers,Access SMU Wave 1,647.72,13501,46,0.0,0.0,0.0,146,0.0,Launching Access SMU,114
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Ad 8,Higher Ed Influencers,Access SMU Wave 1,160.78,3121,7,0.0,0.0,0.0,15,0.0,"Launching Access SMU, Visit Website To Know More.",115
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_HE Athletic Ad,Higher Ed Influencers,SMU Athletic Conference,400.0,61355,355,0.0,0.0,0.0,363,0.0,Dallas Mayor Eric Johnson says it's time to Pony Up,58
Missing Value,Brand awareness,LinkedIn,Higher Ed Influencers_Meadows Dedication,Higher Ed Influencers,Meadows Dedication ,250.0,160711,38,151284.0,0.0,117126.0,38,0.0,Future of the Arts at SMU,84
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_SRT_Wave 2_Ad 13,Higher Ed Influencers_SRT_Wave 2,Higher Ed Blitz_Wave 2,231.42000000000002,7782,28,0.0,0.0,0.0,74,0.0,Research with impact in Dallas,154
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Video_Wave 2_Ad 4,Higher Ed Influencers_Video_Wave 2,Higher Ed Blitz_Wave 2,245.71,3823,13,936.0,0.0,3.0,41,0.0,Introducing Moody Hall,103
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Wave 2_Ad 1,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,5.2700000000000005,90,0,0.0,0.0,0.0,2,0.0,SMU Student Researcher Earns Prestigious Goldwater Scholarship,163
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Wave 2_Ad 10,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,6.95,112,2,0.0,0.0,0.0,4,0.0,"‘Lab on a Chip’: SMU Researchers are Developing a New, Faster COVID-19 Antibody Test",257
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Wave 2_Ad 11,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,6.8,123,1,0.0,0.0,0.0,2,0.0,Gene allowing humans to feel touch may play a role in sense of smell,85
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Wave 2_Ad 12,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,5.4399999999999995,96,1,0.0,0.0,0.0,5,0.0,Can conquering fractions lead to algebra success?,51
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Wave 2_Ad 2,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,7.63,111,0,0.0,0.0,0.0,2,0.0,Finding her yes,73
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Wave 2_Ad 3,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,6.92,110,1,0.0,0.0,0.0,3,0.0,"'Smart contract' uses computer code, blockchain technology to reduce the need for a lawyer when the deceased leaves no will",11
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Wave 2_Ad 5,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,54.07,1251,3,0.0,0.0,0.0,18,0.0,SMU launches powerful new supercomputing research system with NVIDIA,171
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Wave 2_Ad 7,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,76.52,1885,9,0.0,0.0,0.0,20,0.0,SMU Collaborates on High-Res Cameras That See Around Hidden Objects,156
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Wave 2_Ad 8,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,52.83,1241,2,0.0,0.0,0.0,9,0.0,SMU Is Gamifying the Detection of Macular Degeneration,162
Missing Value,Website visits,LinkedIn,Higher Ed Influencers_Wave 2_Ad 9,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,2712.76,45426,139,0.0,0.0,0.0,429,0.0,How NASA's premier telescope hunts more than just exoplanets,90
Missing Value,Website visits,LinkedIn,People with interest in Entrepreneurship_Ad 5,People with interest in Entrepreneurship,Spears Gift Announcement - Wave 1,304.55,19573,56,0.0,0.0,0.0,150,0.0,A new initiative to benefit Dallas and beyond,30
Missing Value,Brand awareness,LinkedIn,People with interest in Entrepreneurship_Ad 5,People with interest in Entrepreneurship,Spears Gift Announcement - Wave 2,500.0,59376,104,0.0,0.0,0.0,104,0.0,A new initiative to benefit Dallas and beyond,30
Missing Value,Brand awareness,LinkedIn,SMU Alumni - Broad_Armstrong Gift Announcement,SMU Alumni - Broad,Armstrong Gift Announcement | Awareness | Ignited,833.68,81188,173,0.0,0.0,0.0,173,0.0,Shaping Champions,183
Missing Value,Website visits,LinkedIn,SMU alumni_Ad 1,SMU alumni,Spears Gift Announcement - Wave 1,462.65,12971,174,0.0,0.0,0.0,504,0.0,New to the SMU Cox School of Business,134
Missing Value,Brand awareness,LinkedIn,SMU alumni_Ad 1,SMU alumni,Spears Gift Announcement - Wave 2,749.63,26500,469,0.0,0.0,0.0,469,0.0,New to the SMU Cox School of Business,134
Missing Value,Website visits,LinkedIn,SMU alumni_Ad 2,SMU alumni,Cox Groundbreaking | May 2022,96.11,2496,60,0.0,0.0,0.0,146,0.0,SMU’s new home for business education,176
Missing Value,Website visits,LinkedIn,SMU alumni_Ad 3,SMU alumni,Cox Groundbreaking | May 2022,894.39,21981,164,0.0,0.0,0.0,484,0.0,Igniting the future of business education,97
Missing Value,Website visits,LinkedIn,SMU alumni_Ad 4,SMU alumni,Cox Groundbreaking | May 2022,4.27,91,6,0.0,0.0,0.0,7,0.0,Igniting the future of business education,97
Missing Value,Website visits,LinkedIn,SMU alumni_Ad 5,SMU alumni,Cox Groundbreaking | May 2022,4.8,92,0,0.0,0.0,0.0,0,0.0,Explore the future of SMU Cox,70
Missing Value,Brand awareness,LinkedIn,Tech Audience-Targeted_Baby Supercomputer - Targeted,Tech Audience-Targeted,July 2022 Editorial - Baby Supercomputer,750.0,122602,108,0.0,0.0,0.0,108,0.0,The Ultimate DIY Challenge,203
Missing Value,Brand awareness,LinkedIn,Technology Audience-Broad_Baby Supercomputer - Broad,Technology Audience-Broad,July 2022 Editorial - Baby Supercomputer,500.0,80113,87,0.0,0.0,0.0,87,0.0,Thinking Inside the Box,213
Missing Value,Brand awareness,LinkedIn,Texas/OK University Cities - Broad_Armstrong Dedman Gift Announcement,Texas/OK University Cities - Broad,Armstrong Dedman Gift Oct. 2022 | Awareness | Ignited | Broad,631.73,99617,55,88016.0,0.0,29492.0,55,0.0,Empowering the future of SMU's Dedman College,69
Missing Value,Website visits,LinkedIn,Ticket Sales - Traffic_Ticket Sales - DFW Area,Ticket Sales - Traffic,Distinguished Alumni Awards,500.0,38910,311,0.0,0.0,0.0,311,0.0,SMU Distinguished Alumni Awards,157
Link clicks,Website traffic,Twitter,AC Athletic Ad,Athletics collegiate audience,SMU Athletics Conference,1.1,169,1,0.0,0.0,0.0,1,0.0,“A message for any major conference looking for a world-class institution and a major media market: It’s time to Pony Up.” Dallas Mayor Eric Johnson shares reasons why SMU and Dallas are the place to be.,258
Link clicks,Website traffic,Twitter,Ad 1,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",509.62,49546,858,0.0,0.0,0.0,867,496.0,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,104
Link clicks,Website traffic,Twitter,Ad 1,Dallas geographic area,Cox Groundbreaking | May 2022,84.81,14493,90,0.0,0.0,0.0,91,24.0,"Our community of donors has given more than $100 million to expand and renovate the Cox School of Business facilities, laying the foundation for a new era of business education in North Texas.",137
Link clicks,Website traffic,Twitter,Ad 1,Higher Ed Influencers,"Here We Go, Mustangs! Editorial - 2022",475.33,65148,1145,0.0,0.0,0.0,1150,675.0,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,104
Link clicks,Website traffic,Twitter,Ad 1,Higher Ed Influencers,Higher Ed Blitz_Wave 1,0.6,6,1,0.0,0.0,0.0,1,1.0,"Austin’s leadership skills and proven ability to create change has earned the senior economics and public policy major a Truman Scholarship, the premier graduate fellowship for future public servants.",45
Link clicks,Website traffic,Twitter,Ad 1,Higher Ed Influencers | December 2021,Content_Traffic_December_2021,32.72,4593,29,0.0,0.0,0.0,29,9.0,"Capturing images through fog, face identification around corners, and imaging through barriers like the human skull are just some of the potential applications for the technology.",52
Link clicks,Website traffic,Twitter,Ad 1,Higher Ed Influencers | January 2022,Content_Traffic_January_2022,135.75,16932,614,0.0,0.0,0.0,618,380.0,"""You are going to hear 'no' a lot on your journey, but you must persist to “find your yes.' "" Meet Hannah Clark '23, a mechanical engineering student, on completing her second internship with NASA.",9
Impressions,Reach,Twitter,Ad 1,Tech Audience-Targeted,Supercomputer Editorial Campaign,199.96,57734,102,0.0,0.0,0.0,104,57734.0,"As SMU’s powerful new supercomputer research system launched on campus, students assembled their own “baby supercomputer.”",38
Link clicks,Website traffic,Twitter,Ad 1 - SMU Giving Day Wave 3,SMU Page Followers,SMU Giving Day Wave 3,29.52,2529,19,2240.0,0.0,33.0,23,5.0,SMU Giving Day is here! Join Mustangs from around the world and shape the future.,158
Link clicks,Website traffic,Twitter,Ad 1 February 2022,Higher Ed Influencers | February 2022,Content_Traffic_February_2022,99.39,8591,63,0.0,0.0,0.0,63,19.0,"The technology uses automated software to precisely identify ocular diseases including age-related macular degeneration, a leading cause of visual impairment in the world.",210
Link clicks,Website traffic,Twitter,Ad 1-1 - SMU Giving Day Wave 1,SMU Page Followers,SMU Giving Day Wave 1,146.37,12462,150,11018.0,0.0,79.0,182,48.0,"""For one day, let's show the world what Mustangs can do. Save the date for SMU Giving Day on March 22.""",0
Link clicks,Website traffic,Twitter,Ad 1-2 - SMU Giving Day Wave 1,SMU Page Followers,SMU Giving Day Wave 1,124.09,9964,103,8679.0,0.0,234.0,129,30.0,"""What can we do in one day? Shape the future. Save the date for SMU Giving Day on March 22.""",8
Link clicks,Website traffic,Twitter,Ad 10,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,9.06,272,3,0.0,0.0,0.0,3,1.0,"Two researchers and professors from SMU are leading a team that is creating ""Lab on a Chip,"" a new antibody test that could detect immune responses to viruses in two to three minutes.",225
Link clicks,Website traffic,Twitter,Ad 12,Higher Ed Influencers,Higher Ed Blitz_Wave 1,615.08,75109,1559,0.0,0.0,0.0,1564,1065.0,"Ultimately, of the 600 landslides discovered, we have no way to know when they will become catastrophic. The difference is we know where they are, and policymakers on the West Coast can plan ahead of the disasters.",226
Link clicks,Website traffic,Twitter,Ad 12,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,1.97,221,1,0.0,0.0,0.0,1,1.0,Renowned mathematics researcher Leanne Ketterlin Geller has been awarded the largest single-year research award in SMU history. Nearly $8 million research award allows her team to adapt program originally developed for fourth-graders to be used all the way through eighth grade.,152
Link clicks,Website traffic,Twitter,Ad 13,Higher Ed Influencers,Higher Ed Blitz_Wave 1,1.82,206,3,0.0,0.0,0.0,3,2.0,Screening protocols to determine who qualifies for “compassionate dialysis” are driving an unintended consequence. The protocols are putting too much strain on the emergency room but understanding the problem can uncover the solution.,180
Link clicks,Website traffic,Twitter,Ad 2,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",274.08,15627,391,0.0,0.0,0.0,417,99.0,"As a fifth-grader, Haley Taylor Schlitz '22 struggled to be acknowledged by her public school's gifted and talented program. Now, at the age of 19, she just became SMU’s youngest law school graduate ever.",39
Link clicks,Website traffic,Twitter,Ad 2,Higher Ed Influencers,"Here We Go, Mustangs! Editorial - 2022",6.6499999999999995,2615,43,0.0,0.0,0.0,45,10.0,"As a fifth-grader, Haley Taylor Schlitz '22 struggled to be acknowledged by her public school's gifted and talented program. Now, at the age of 19, she just became SMU’s youngest law school graduate ever.",39
Link clicks,Website traffic,Twitter,Ad 2,Higher Ed Influencers,Higher Ed Blitz_Wave 1,1.76,230,4,0.0,0.0,0.0,4,1.0,"For this human rights and international studies major, her goal in life is to make the world a more just place. How will she see it become a reality? Learn how to think outside the box.",79
Link clicks,Website traffic,Twitter,Ad 2,Higher Ed Influencers | December 2021,Content_Traffic_December_2021,7.789999999999999,2175,14,0.0,0.0,0.0,14,2.0,"It’s the fourth time Wang, a professor with the Department of Electrical and Computer Engineering in SMU’s Lyle School of Engineering, has won the award.",113
Link clicks,Website traffic,Twitter,Ad 2,Higher Ed Influencers | January 2022,Content_Traffic_January_2022,865.61,98643,3335,0.0,0.0,0.0,3356,2412.0,"From the beaches of Australia to the bayous of Louisiana, Isabelle finds her inspiration in the places where water meets land. Her next step will take her to to further her studies on climate and policymaking at both Oxford and Durham Universities in England.",82
Link clicks,Website traffic,Twitter,Ad 2,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,465.56,36314,1259,0.0,0.0,0.0,1263,946.0,"Hannah Clark ’23 never dreamed NASA would be in her future. Now she’s completing her second stint with the space agency. Clark, an SMU Lyle School of Engineering mechanical engineering major, talks about her journey to finding the confidence to shoot for the stars.",86
Link clicks,Website traffic,Twitter,Ad 2 - SMU Giving Day Wave 3,SMU Page Followers,SMU Giving Day Wave 3,70.48,3823,38,0.0,0.0,0.0,308,16.0,Shape the future. Give now.,182
Link clicks,Website traffic,Twitter,Ad 2 February 2022,Higher Ed Influencers | February 2022,Content_Traffic_February_2022,627.24,69444,776,0.0,0.0,0.0,781,278.0,"There she goes again. Neha Husein '19 was selected as the first winner of the WEDallas inaugural pitch competition, a decision that completed a two-month cohort for women entrepreneurs.",212
Link clicks,Website traffic,Twitter,Ad 2-1 - SMU Giving Day Wave 1,SMU Page Followers,SMU Giving Day Wave 1,51.019999999999996,4607,43,0.0,0.0,0.0,43,12.0,"""For one day, let's show the world what Mustangs can do. Save the date for SMU Giving Day on March 22.""",0
Link clicks,Website traffic,Twitter,Ad 2-2 - SMU Giving Day Wave 1,SMU Page Followers,SMU Giving Day Wave 1,178.54,20531,221,0.0,0.0,0.0,223,50.0,"""What can we do in one day? Shape the future. Save the date for SMU Giving Day on March 22.""",8
Link clicks,Website traffic,Twitter,Ad 3,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",97.2,931,17,0.0,0.0,0.0,18,8.0,"At age 85, Marillyn Seeberger '22 has graduated from SMU and is ready start her new career as a screenwriter. “I always wanted to write,"" she said. ""I knew I had stories to tell with a little bit of fact and a little bit of fiction.”",44
Link clicks,Website traffic,Twitter,Ad 3,Dallas geographic area,Cox Groundbreaking | May 2022,69.69,14716,100,0.0,0.0,0.0,100,21.0,The soon-to-be expanded and renovated Cox School of Business facilities will lay the foundation for a new era in business education in North Texas. Students will graduate ready to contribute to businesses of all sizes – in Dallas and beyond.,209
Link clicks,Website traffic,Twitter,Ad 3,Dallas geographic area,Spears Gift Announcement - Wave 1,200.34,30630,211,0.0,0.0,0.0,212,55.0,"Spears’ investment will encourage business creation, leadership development and economic growth, strengthening areas that are critical to the future of the Dallas business economy.",189
Impressions,Reach,Twitter,Ad 3,Dallas geographic area,Spears Gift Announcement - Wave 2,89.53,9100,32,0.0,0.0,0.0,32,9100.0,"Spears’ investment will encourage business creation, leadership development and economic growth, strengthening areas that are critical to the future of the Dallas business economy.",189
Link clicks,Website traffic,Twitter,Ad 3,Higher Ed Influencers,Cox Groundbreaking | May 2022,127.72,27474,140,0.0,0.0,0.0,141,36.0,The soon-to-be expanded and renovated Cox School of Business facilities will lay the foundation for a new era in business education in North Texas. Students will graduate ready to contribute to businesses of all sizes – in Dallas and beyond.,209
