Result Type,Objective,Platform,Ad,Ad Group,Campaign,Spend,Impressions,Clicks,Video Starts,Reach,Video Full Completion,Engagements,Results,Text,Text ID
Missing Value,Missing Value,instagram,NSF Grant,NSF Grant,NSF Grant,0.0,5,0,0.0,5.0,0.0,0,0.0,The project focus is on the transmission of tuberculosis however its broader societal impacts include potential applications to other infectious diseases such as influenza and COVID-19.,208
Missing Value,Missing Value,instagram,NVIDIA Announcement | Dallas Geographic Area | November Content; NVIDIA Announcement | Higher Ed Influencers | November Content;...and 4 more ads,NVIDIA Announcement | Dallas Geographic Area | November Content; NVIDIA Announcement | Higher Ed Influencers | November Content;...and 4 more ads,NVIDIA Announcement | Dallas Geographic Area | November Content; NVIDIA Announcement | Higher Ed Influencers | November Content;...and 4 more ads,68.3,33734,16,0.0,31577.0,0.0,37,0.0,"SMU is collaborating with @[8409118252:274:NVIDIA], investing $11.5 million to dramatically boost the University’s high-performance computing system. It’s a game-changer for artificial intelligence research, with real benefits for North Texas’ growth as a technology hub.",167
Missing Value,Missing Value,instagram,NVIDIA Blog | Dallas Geographic Area | November Content; NVIDIA Blog | Major & Principal Gift Prospects | November Content;...and 1 more ad,NVIDIA Blog | Dallas Geographic Area | November Content; NVIDIA Blog | Major & Principal Gift Prospects | November Content;...and 1 more ad,NVIDIA Blog | Dallas Geographic Area | November Content; NVIDIA Blog | Major & Principal Gift Prospects | November Content;...and 1 more ad,71.53999999999999,23756,17,0.0,19002.0,0.0,12,0.0,"SMU is propelling north Texas into the AI era with an @[8409118252:274:NVIDIA] DGX SuperPOD. The accelerated supercomputer is expected to power projects in machine learning for our sprawling metro community with more than 12,000 students and 2,400 faculty and staff.",170
Link clicks,Missing Value,instagram,NVIDIA Blog | SMU Page Followers | November Content - Copy; NVIDIA Blog | Higher Ed Influencers | November Content;,NVIDIA Blog | SMU Page Followers | November Content - Copy; NVIDIA Blog | Higher Ed Influencers | November Content;,NVIDIA Blog | SMU Page Followers | November Content - Copy; NVIDIA Blog | Higher Ed Influencers | November Content;,50.36,15589,4,0.0,14682.0,0.0,8,4.0,Media Only,122
Link clicks,Missing Value,instagram,NVIDIA Blog | Texas Prospective Students | November Content,NVIDIA Blog | Texas Prospective Students | November Content,NVIDIA Blog | Texas Prospective Students | November Content,167.48,52499,119,0.0,49667.0,0.0,513,119.0,Media Only,122
Missing Value,Missing Value,instagram,New Ad,New Ad,New Ad,1.46,377,1,0.0,373.0,0.0,6,1.0,"Aanika Gupta ’22 never considered herself a leader, but when she saw a need for change, she stepped up in her Residential Commons.",34
Missing Value,Missing Value,instagram,Nia Kamau | Bridge Stories | November 2021,Nia Kamau | Bridge Stories | November 2021,Nia Kamau | Bridge Stories | November 2021,0.0,1,0,0.0,1.0,0.0,0,0.0,"How one student studying in Dallas, traveled to Washington D.C. and worked with a business in Uganda. Nia Kamau '22 embraced her opportunity to think outside the box and build sustainable solutions for the developing world.",94
Link clicks,Missing Value,instagram,Olympic Runners | August Higher Ed | August 2021,Olympic Runners | August Higher Ed | August 2021,Olympic Runners | August Higher Ed | August 2021,0.52,95,3,0.0,95.0,0.0,0,3.0,Three elite runners were invited to run on the world’s fastest treadmill — at our Locomotor Performance Laboratory directed by Dr. Peter Weyand— to examine the differences between running fast and running far (but still pretty fast).,220
Missing Value,Missing Value,instagram,One Minute Test | Higher Ed Stories | May 2021,One Minute Test | Higher Ed Stories | May 2021,One Minute Test | Higher Ed Stories | May 2021,0.4600000000000001,72,0,0.0,65.0,0.0,0,0.0,Thousands of Texas students were missing from pre-K and kindergarten classrooms because of the pandemic. We're helping develop quick assessments for teachers to get them on track.,218
Missing Value,Missing Value,instagram,PhD Impact | SMU Page Followers | Templeton Gift | March 2021,PhD Impact | SMU Page Followers | Templeton Gift | March 2021,PhD Impact | SMU Page Followers | Templeton Gift | March 2021,31.68,2419,12,0.0,2345.0,0.0,5,12.0,$5 million gift includes $2.5 million to endow four Templeton Ph.D. Fellowships and cover their initial operating funds for the first five years.,10
Missing Value,Missing Value,instagram,Photo Carousel SMU Page Followers | Wildfire Editorial | July 2021,Photo Carousel SMU Page Followers | Wildfire Editorial | July 2021,Photo Carousel SMU Page Followers | Wildfire Editorial | July 2021,30.78,4032,30,0.0,3993.0,0.0,25,30.0,"Five years and 45 fires, Palley's photos burn in your memory and spark conversations about the reality of living with wildfires.",74
Link clicks,Missing Value,instagram,Photo Carousel | Texas Prospective Parents |SMU Page Followers | Wildfire Editorial | July 2021,Photo Carousel | Texas Prospective Parents |SMU Page Followers | Wildfire Editorial | July 2021,Photo Carousel | Texas Prospective Parents |SMU Page Followers | Wildfire Editorial | July 2021,19.95,1971,17,0.0,1965.0,0.0,0,17.0,"Five years and 45 fires, Stuart Palley '11 captures photos that burn in your memory and spark conversations about the reality of living with wildfires.",75
Missing Value,Missing Value,instagram,Pre Giving Day Challenge | DFW Area | SMU Giving Day 2021| April 2021,Pre Giving Day Challenge | DFW Area | SMU Giving Day 2021| April 2021,Pre Giving Day Challenge | DFW Area | SMU Giving Day 2021| April 2021,0.64,110,1,103.0,81.0,1.0,4,1.0,"Help us spread the word about SMU Giving Day! Share this video and use #SMUOneDay before April 13. One entry will be randomly selected and notified to choose one fund to receive an extra $1,000.",88
Link clicks,Missing Value,instagram,Pre Giving Day Challenge | Older Undergraduate Alumni | SMU Giving Day 2021| April 2021,Pre Giving Day Challenge | Older Undergraduate Alumni | SMU Giving Day 2021| April 2021,Pre Giving Day Challenge | Older Undergraduate Alumni | SMU Giving Day 2021| April 2021,238.97,6512,57,6335.0,5662.0,89.0,11,57.0,"Spread the word about SMU Giving Day! Share this video from now until April 13. One entry will be randomly selected and notified to choose one fund to receive an extra $1,000.",190
Missing Value,Missing Value,instagram,Pre Giving Day Challenge | Parents | SMU Giving Day 2021| April 2021; Pre Giving Day Challenge | SMU Page Followers | SMU Giving Day 2021| April 2021;...and 1 more ad,Pre Giving Day Challenge | Parents | SMU Giving Day 2021| April 2021; Pre Giving Day Challenge | SMU Page Followers | SMU Giving Day 2021| April 2021;...and 1 more ad,Pre Giving Day Challenge | Parents | SMU Giving Day 2021| April 2021; Pre Giving Day Challenge | SMU Page Followers | SMU Giving Day 2021| April 2021;...and 1 more ad,308.84,8753,63,8445.0,7397.0,126.0,32,0.0,"Spread the word about SMU Giving Day! Share this video from now until April 13. One entry will be randomly selected and notified to choose one fund to receive an extra $1,000.",190
Missing Value,Missing Value,instagram,Pre Giving Day Challenge | Previous Donors | SMU Giving Day 2021 | April 2021; Pre Giving Day Challenge | Young Undergraduate Alumni | SMU Giving Day 2021| April 2021;...and 2 more ads,Pre Giving Day Challenge | Previous Donors | SMU Giving Day 2021 | April 2021; Pre Giving Day Challenge | Young Undergraduate Alumni | SMU Giving Day 2021| April 2021;...and 2 more ads,Pre Giving Day Challenge | Previous Donors | SMU Giving Day 2021 | April 2021; Pre Giving Day Challenge | Young Undergraduate Alumni | SMU Giving Day 2021| April 2021;...and 2 more ads,794.06,23948,86,22657.0,18383.0,254.0,67,0.0,"Spread the word about SMU Giving Day! Share this video from now until April 13. One entry will be randomly selected and notified to choose one fund to receive an extra $1,000.",190
Missing Value,Missing Value,instagram,Quantum-related cyber research,Quantum-related cyber research,Quantum-related cyber research,0.0,2,0,0.0,2.0,0.0,0,0.0,Dr. Thornton and Dr. MacFarlane will use the grants to investigate new theoretical approaches to enhancing cybersecurity using quantum information and to leverage these approaches to build quantum photonic integrated circuits.,66
Missing Value,Missing Value,instagram,ROTC Scholarship | Texas Prospective Parents | November Content; ROTC Scholarship | Higher Ed Influencers | November Content;...and 1 more ad,ROTC Scholarship | Texas Prospective Parents | November Content; ROTC Scholarship | Higher Ed Influencers | November Content;...and 1 more ad,ROTC Scholarship | Texas Prospective Parents | November Content; ROTC Scholarship | Higher Ed Influencers | November Content;...and 1 more ad,319.94,162226,192,0.0,142584.0,0.0,100,0.0,"Army and Air Force Reserve Officers’ Training Corp (ROTC) students at SMU with full-tuition ROTC scholarships are now eligible for a new SMU scholarship that will cover the full cost of their campus housing and dining. When combined, these scholarships will cover all costs for tuition, fees, housing and dining.",37
Missing Value,Missing Value,instagram,Raytheon Partnership | Higher Ed Stories | March 2021,Raytheon Partnership | Higher Ed Stories | March 2021,Raytheon Partnership | Higher Ed Stories | March 2021,1.03,318,0,0.0,298.0,0.0,5,0.0,Multi-year partnership will utilize SMU's machine learning and human machine teaming to revolutionize future battlespace and warfare strategies.,130
Missing Value,Missing Value,instagram,Reptile Skull | Higher Ed | September 2021,Reptile Skull | Higher Ed | September 2021,Reptile Skull | Higher Ed | September 2021,0.060000000000000005,51,0,0.0,51.0,0.0,1,0.0,This isn't Nessie but a prehistoric twin. A team of researchers has discovered the evolutionary development of the long-necked plesiosaur.,215
Missing Value,Missing Value,instagram,SMU Chemist Photosynthesis | April Stories | April Higher Ed Stories | April 2021,SMU Chemist Photosynthesis | April Stories | April Higher Ed Stories | April 2021,SMU Chemist Photosynthesis | April Stories | April Higher Ed Stories | April 2021,0.0,1,0,0.0,1.0,0.0,0,0.0,Doran I.G. Bennett has received a Human Frontier Science Program grant to study how photosynthesis uses sunlight to support growth in changing environments.,64
ThruPlay,Missing Value,instagram,Sea Monsters Unearthed | Higher Education Influencers | December 2020; Sea Monsters Unearthed | Texas Prospective Parents | December 2020;...and 1 more ad,Sea Monsters Unearthed | Higher Education Influencers | December 2020; Sea Monsters Unearthed | Texas Prospective Parents | December 2020;...and 1 more ad,Sea Monsters Unearthed | Higher Education Influencers | December 2020; Sea Monsters Unearthed | Texas Prospective Parents | December 2020;...and 1 more ad,2.8600000000000003,5142,4,4650.0,5136.0,55.0,3,120.0,0,14
Missing Value,Missing Value,instagram,Sea Monsters Unearthed | Texas Prospective Parents | December 2020;...and 1 more ad,Sea Monsters Unearthed | Texas Prospective Parents | December 2020;...and 1 more ad,Sea Monsters Unearthed | Texas Prospective Parents | December 2020;...and 1 more ad,0.01,8,0,0.0,6.0,0.0,1,0.0,"Piece by piece, SMU paleontologist Louis Jacobs and his team of undergrads have uncovered an underwater world teeming with spectacular creatures.",148
Link clicks,Missing Value,instagram,Sea Monsters Unearthed | Texas Prospective Students | December 2020,Sea Monsters Unearthed | Texas Prospective Students | December 2020,Sea Monsters Unearthed | Texas Prospective Students | December 2020,0.86,1032,3,0.0,1013.0,0.0,20,3.0,"Piece by piece, SMU paleontologist Louis Jacobs and a small army of undergrads have helped uncover an underwater world teeming with spectacular creatures.",147
Link clicks,Missing Value,instagram,Sheffield Hall Announcement | SMU Page Followers | Sheffield Hall | April 2021,Sheffield Hall Announcement | SMU Page Followers | Sheffield Hall | April 2021,Sheffield Hall Announcement | SMU Page Followers | Sheffield Hall | April 2021,5.32,883,6,0.0,838.0,0.0,18,6.0,"A $15 million gift from Sharoll and Bryan S. Sheffield ’01 will establish Bryan S. Sheffield Hall, creating innovative learning environments for students.",23
Missing Value,Missing Value,instagram,Sheffield Impact | DFW Area | Sheffield Hall | April 2021,Sheffield Impact | DFW Area | Sheffield Hall | April 2021,Sheffield Impact | DFW Area | Sheffield Hall | April 2021,0.43,148,1,0.0,148.0,0.0,3,1.0,"Sheffield Hall will also serve as the new hub for our Bachelor of Business Administration program, including BBA admissions, academic advising and student records.",186
Missing Value,Missing Value,instagram,Stakiah Quote | Black Album Launch | February Editorial | February 2021,Stakiah Quote | Black Album Launch | February Editorial | February 2021,Stakiah Quote | Black Album Launch | February Editorial | February 2021,0.21,387,0,0.0,387.0,0.0,6,0.0,Explore the lasting impact of art and activism.,71
Link clicks,Missing Value,instagram,Story Launch | Texas Prospective Students | July 2021,Story Launch | Texas Prospective Students | July 2021,Story Launch | Texas Prospective Students | July 2021,403.38,152467,410,0.0,149775.0,0.0,55,410.0,"As an SMU student, Stuart Palley '11 never envisioned a career kindled by fire. Now he captures them through his lens for acclaimed publications around the nation.",41
Missing Value,Missing Value,instagram,Story | Higher Ed Influencers | Whitney Wolfe Herd | April 2021,Story | Higher Ed Influencers | Whitney Wolfe Herd | April 2021,Story | Higher Ed Influencers | Whitney Wolfe Herd | April 2021,0.99,483,0,0.0,481.0,0.0,7,0.0,"In 2014, Whitney Wolfe Herd '11 thought her career was over. Instead, she trusted her instincts and set out to reinvent the Internet for women.",100
Link clicks,Missing Value,instagram,Story | Texas Prospective Students | Whitney Wolfe Herd | April 2021,Story | Texas Prospective Students | Whitney Wolfe Herd | April 2021,Story | Texas Prospective Students | Whitney Wolfe Herd | April 2021,146.45,80638,162,0.0,78030.0,0.0,177,162.0,"When creating Bumble, Whitney Wolfe Herd '11 went to her friends and community from her college days. Now, she's the youngest woman to take her company public. And every step of the way, she's had a community of Mustangs running alongside her.",244
Missing Value,Missing Value,instagram,Templeton Impact 2 | Higher Ed Influencers | March 2021,Templeton Impact 2 | Higher Ed Influencers | March 2021,Templeton Impact 2 | Higher Ed Influencers | March 2021,0.18,44,0,0.0,44.0,0.0,2,0.0,"With this gift, we can double the current offerings of the Lyle Engineering Scholar’s Program.",249
Missing Value,Missing Value,instagram,Templeton Impact | Higher Ed Influencers | March 2021,Templeton Impact | Higher Ed Influencers | March 2021,Templeton Impact | Higher Ed Influencers | March 2021,1.17,242,2,0.0,231.0,0.0,1,2.0,"With this gift, we can double the current offerings of the Lyle Engineering Scholar’s Program.",249
Missing Value,Missing Value,instagram,Titan | Higher Ed Stories | September 2021,Titan | Higher Ed Stories | September 2021,Titan | Higher Ed Stories | September 2021,1.21,262,5,0.0,261.0,0.0,1,5.0,"While we can't go to Titan, we can bring Titan to us. Researchers recreated Saturn's largest moon’s conditions in small glass cylinders to better understand two minerals on this icy world.",248
Missing Value,Missing Value,instagram,Undergraduate Templeton | Higher Ed Influencers | March 2021,Undergraduate Templeton | Higher Ed Influencers | March 2021,Undergraduate Templeton | Higher Ed Influencers | March 2021,0.03,8,0,0.0,8.0,0.0,0,0.0,Our research will change the world.,138
Missing Value,Missing Value,instagram,Veronica | Here We Go Mustangs | May 2021,Veronica | Here We Go Mustangs | May 2021,Veronica | Here We Go Mustangs | May 2021,0.19,70,0,0.0,70.0,0.0,2,0.0,Don't limits on what your mind wants to explore. The results can change lives.,63
Missing Value,Missing Value,instagram,Video Launch | SMU Students | SMU Giving Day 2021| March 2021; Video Launch | Graduate Alumni | SMU Giving Day 2021| March 2021;...and 5 more ads,Video Launch | SMU Students | SMU Giving Day 2021| March 2021; Video Launch | Graduate Alumni | SMU Giving Day 2021| March 2021;...and 5 more ads,Video Launch | SMU Students | SMU Giving Day 2021| March 2021; Video Launch | Graduate Alumni | SMU Giving Day 2021| March 2021;...and 5 more ads,53.59,3876,9,3403.0,3517.0,110.0,55,305.0,"For one day, let's show the world what Mustangs can do.",76
Missing Value,Missing Value,instagram,What a Match | Higher Ed Influencers | Common Connections | January 2021,What a Match | Higher Ed Influencers | Common Connections | January 2021,What a Match | Higher Ed Influencers | Common Connections | January 2021,0.08,33,0,0.0,33.0,0.0,2,0.0,Let’s be honest. Sharing a dorm room with anyone is awkward at first. So how do roommates get past that and begin to bond? It usually boils down to respect.,117
Link clicks,Missing Value,instagram,What a Match | SMU Page Followers | Common Connections | January 2021,What a Match | SMU Page Followers | Common Connections | January 2021,What a Match | SMU Page Followers | Common Connections | January 2021,4.51,1079,6,0.0,1078.0,0.0,9,6.0,"We asked: What makes a great roommate? Responses covered the gamut, but it really boils down to respect.",234
Missing Value,Missing Value,instagram,What a Match | Texas Prospective Parents | Common Connections | January 2021,What a Match | Texas Prospective Parents | Common Connections | January 2021,What a Match | Texas Prospective Parents | Common Connections | January 2021,0.19,92,0,0.0,75.0,0.0,0,0.0,Let’s be honest. Sharing a dorm room with anyone is awkward at first. So how do roommates get past that and begin to bond? It usually boils down to respect.,117
Link clicks,Missing Value,instagram,What a Match | Texas Prospective Students | Common Connections | January 2021,What a Match | Texas Prospective Students | Common Connections | January 2021,What a Match | Texas Prospective Students | Common Connections | January 2021,15.33,10076,19,0.0,9890.0,0.0,125,19.0,Let’s be honest. Sharing a dorm room with anyone is awkward at first. So how do roommates get past that and begin to bond? It usually boils down to respect.,117
Link clicks,Missing Value,instagram,Wildfire Story Link | Texas Prospective Students | Wildfire Editorial | July 2021; Wildfire Story Link | SMU Page Followers | Wildfire Editorial | July 2021;...and 2 more ads,Wildfire Story Link | Texas Prospective Students | Wildfire Editorial | July 2021; Wildfire Story Link | SMU Page Followers | Wildfire Editorial | July 2021;...and 2 more ads,Wildfire Story Link | Texas Prospective Students | Wildfire Editorial | July 2021; Wildfire Story Link | SMU Page Followers | Wildfire Editorial | July 2021;...and 2 more ads,86.77,31539,132,0.0,30301.0,0.0,352,132.0,"As wildfires and the devastation that follows worsens each year, can we find a way to coexist with them? Today’s flammable landscapes have long human histories that have much to teach us.",43
Missing Value,Missing Value,messenger,Sea Monsters Unearthed | Texas Prospective Students | December 2020,Sea Monsters Unearthed | Texas Prospective Students | December 2020,Sea Monsters Unearthed | Texas Prospective Students | December 2020,0.0,5,0,0.0,3.0,0.0,0,0.0,"Piece by piece, SMU paleontologist Louis Jacobs and a small army of undergrads have helped uncover an underwater world teeming with spectacular creatures.",147
Missing Value,Missing Value,unknown,Ad 1,Ad 1,Ad 1,0.0,0,0,0.0,0.0,0.0,0,0.0,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,104
Missing Value,Missing Value,unknown,Ad 1 December 2021;...and 3 more ads,Ad 1 December 2021;...and 3 more ads,Ad 1 December 2021;...and 3 more ads,0.0,6,0,0.0,5.0,0.0,0,0.0,"Capturing images through fog, face identification around corners, and imaging through barriers like the human skull are just some of the potential applications for the technology.",52
Missing Value,Missing Value,unknown,Ad 1-1 - Common Connections,Ad 1-1 - Common Connections,Ad 1-1 - Common Connections,0.0,0,0,0.0,0.0,0.0,0,0.0,"We have really tried to make this a very homey, comfortable place where students can really be who they are and get acceptance for who they are.” Learn more about what life on the Hilltop is all about.",237
Missing Value,Missing Value,unknown,Ad 1-2 - Common Connections;...and 1 more ad,Ad 1-2 - Common Connections;...and 1 more ad,Ad 1-2 - Common Connections;...and 1 more ad,0.0,0,0,0.0,0.0,0.0,0,0.0,"We have really tried to make this a very homey, comfortable place where students can really be who they are and get acceptance for who they are.” Learn more about what life on the Hilltop is all about.",237
Missing Value,Missing Value,unknown,Ad 10,Ad 10,Ad 10,0.0,1,0,0.0,1.0,0.0,0,0.0,"Two researchers and professors from SMU are leading a team that is creating ""Lab on a Chip,"" a new antibody test that could detect immune responses to viruses in two to three minutes.",225
Missing Value,Missing Value,unknown,Ad 12,Ad 12,Ad 12,0.0,0,0,0.0,0.0,0.0,0,0.0,"Ultimately, of the 600 landslides discovered, we have no way to know when they will become catastrophic. The difference is we know where they are, and policymakers on the West Coast can plan ahead of the disasters.",226
Missing Value,Missing Value,unknown,Ad 1;...and 2 more ads,Ad 1;...and 2 more ads,Ad 1;...and 2 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,104
Missing Value,Missing Value,unknown,Ad 1;...and 3 more ads,Ad 1;...and 3 more ads,Ad 1;...and 3 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,104
Missing Value,Missing Value,unknown,Ad 1;...and 9 more ads,Ad 1;...and 9 more ads,Ad 1;...and 9 more ads,0.04,8,0,0.0,6.0,0.0,0,0.0,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,104
Missing Value,Missing Value,unknown,Ad 2,Ad 2,Ad 2,0.0,0,0,0.0,0.0,0.0,0,0.0,Bringing Big Ideas to Life at SMU,46
Website leads,Missing Value,unknown,Ad 2 - SMU Giving Day Wave 3;...and 2 more ads,Ad 2 - SMU Giving Day Wave 3;...and 2 more ads,Ad 2 - SMU Giving Day Wave 3;...and 2 more ads,0.0,0,0,0.0,0.0,0.0,0,264.0,Shape the future. Give now.,182
Missing Value,Missing Value,unknown,Ad 2 December 2021;...and 3 more ads,Ad 2 December 2021;...and 3 more ads,Ad 2 December 2021;...and 3 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,"It’s the fourth time Wang, a professor with the Department of Electrical and Computer Engineering in SMU’s Lyle School of Engineering, has won the award.",113
Missing Value,Missing Value,unknown,Ad 2 February 2022;...and 3 more ads,Ad 2 February 2022;...and 3 more ads,Ad 2 February 2022;...and 3 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,"There she goes again. Neha Husein '19 was selected as the first winner of the WEDallas inaugural pitch competition, a decision that completed a two-month cohort for women entrepreneurs.",212
Missing Value,Missing Value,unknown,Ad 2 January 2022,Ad 2 January 2022,Ad 2 January 2022,0.0,0,0,0.0,0.0,0.0,0,0.0,"From the beaches of Australia to the bayous of Louisiana, Isabelle finds her inspiration in the places where water meets land. Her next step will take her to further her studies on climate and policymaking at both Oxford and Durham Universities in England.",81
Missing Value,Missing Value,unknown,Ad 2 January 2022;...and 2 more ads,Ad 2 January 2022;...and 2 more ads,Ad 2 January 2022;...and 2 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,"From the beaches of Australia to the bayous of Louisiana, Isabelle finds her inspiration in the places where water meets land. Her next step will take her to further her studies on climate and policymaking at both Oxford and Durham Universities in England.",81
Missing Value,Missing Value,unknown,Ad 2-1 - Common Connections;...and 1 more ad,Ad 2-1 - Common Connections;...and 1 more ad,Ad 2-1 - Common Connections;...and 1 more ad,0.0,0,0,0.0,0.0,0.0,0,0.0,"“When I stepped out to the uncomfortable and just decided to get more involved, that’s when I realized, ‘this is a good thing.’” Learn more about what life on the Hilltop is all about.",283
Missing Value,Missing Value,unknown,Ad 2-2 - Common Connections;...and 1 more ad,Ad 2-2 - Common Connections;...and 1 more ad,Ad 2-2 - Common Connections;...and 1 more ad,0.0,0,0,0.0,0.0,0.0,0,0.0,“I picked SMU because it was just an amazing environment where I felt like I could be home and become the best version of myself.” Learn more about how you can make your own story at SMU.,265
Missing Value,Missing Value,unknown,Ad 2;...and 2 more ads,Ad 2;...and 2 more ads,Ad 2;...and 2 more ads,0.0,1,0,0.0,0.0,0.0,0,0.0,Bringing Big Ideas to Life at SMU,46
Missing Value,Missing Value,unknown,Ad 2;...and 3 more ads,Ad 2;...and 3 more ads,Ad 2;...and 3 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,Bringing Big Ideas to Life at SMU,46
Missing Value,Missing Value,unknown,Ad 2;...and 5 more ads,Ad 2;...and 5 more ads,Ad 2;...and 5 more ads,0.31,76,0,0.0,53.0,0.0,0,0.0,Bringing Big Ideas to Life at SMU,46
Missing Value,Missing Value,unknown,Ad 3,Ad 3,Ad 3,0.0,0,0,0.0,0.0,0.0,0,0.0,"Coding a solution to resolve intestate succession. Madison Arcemont, a recent grad of SMU Dedman School of Law, developed a smart contract using blockchain technology to streamline the legal process.",54
Missing Value,Missing Value,unknown,Ad 3 - Common Connection;...and 1 more ad,Ad 3 - Common Connection;...and 1 more ad,Ad 3 - Common Connection;...and 1 more ad,0.0,0,0,0.0,0.0,0.0,0,0.0,What is the legend of Sunday Night Snacks? We’re waiting for you to join us to find out!,242
Missing Value,Missing Value,unknown,Ad 3 December 2021;...and 3 more ads,Ad 3 December 2021;...and 3 more ads,Ad 3 December 2021;...and 3 more ads,0.0,9,0,0.0,9.0,0.0,0,0.0,"“Our team at SMU is on the forefront of extending computational vibrational spectroscopy into periodic systems and solids, a field with a lot of potential, but still in its infancy.”-Elfi Kraka, chair of the Department of Chemistry at SMU.",276
Missing Value,Missing Value,unknown,Ad 3 February 2022;...and 2 more ads,Ad 3 February 2022;...and 2 more ads,Ad 3 February 2022;...and 2 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,"“It is an honor to receive this recognition – and responsibility – from the AAAS,” Loboa said. “I am most pleased to be joining the class of 2021 with my colleague, Professor Zhong Lu, whose work...typifies the world-changing, interdisciplinary research our SMU faculty strive to provide.”",268
Missing Value,Missing Value,unknown,Ad 3 January 2022;...and 3 more ads,Ad 3 January 2022;...and 3 more ads,Ad 3 January 2022;...and 3 more ads,0.02,2,0,0.0,1.0,0.0,0,0.0,"Could a company train an employee to become more conscientious, even if the worker isn’t invested in improving that trait? A new study suggests yes.",57
Missing Value,Missing Value,unknown,Ad 3;...and 1 more ad,Ad 3;...and 1 more ad,Ad 3;...and 1 more ad,0.0,0,0,0.0,0.0,0.0,0,0.0,What is the legend of Sunday Night Snacks? We’re waiting for you to join us to find out!,242
Missing Value,Missing Value,unknown,Ad 3;...and 2 more ads,Ad 3;...and 2 more ads,Ad 3;...and 2 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,"“It is an honor to receive this recognition – and responsibility – from the AAAS,” Loboa said. “I am most pleased to be joining the class of 2021 with my colleague, Professor Zhong Lu, whose work...typifies the world-changing, interdisciplinary research our SMU faculty strive to provide.”",268
Missing Value,Missing Value,unknown,Ad 3;...and 5 more ads,Ad 3;...and 5 more ads,Ad 3;...and 5 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,Igniting Conversations With Art,95
Missing Value,Missing Value,unknown,Ad 4,Ad 4,Ad 4,0.0,0,0,0.0,0.0,0.0,0,0.0,Learn more about how you can make your own story at SMU.,116
Missing Value,Missing Value,unknown,Ad 4 - Common Connection;...and 1 more ad,Ad 4 - Common Connection;...and 1 more ad,Ad 4 - Common Connection;...and 1 more ad,0.0,0,0,0.0,0.0,0.0,0,0.0,Learn more about how you can make your own story at SMU.,116
Missing Value,Missing Value,unknown,Ad 4 - SMU Giving Day Wave 2,Ad 4 - SMU Giving Day Wave 2,Ad 4 - SMU Giving Day Wave 2,0.0,0,0,0.0,0.0,0.0,0,0.0,"For one day, we can shape a brighter future. Make your move.",77
Missing Value,Missing Value,unknown,Ad 4 - SMU Giving Day Wave 2;...and 1 more ad,Ad 4 - SMU Giving Day Wave 2;...and 1 more ad,Ad 4 - SMU Giving Day Wave 2;...and 1 more ad,0.0,0,0,0.0,0.0,0.0,0,0.0,"For one day, we can shape a brighter future. Make your move.",77
Missing Value,Missing Value,unknown,Ad 4 December 2021;...and 3 more ads,Ad 4 December 2021;...and 3 more ads,Ad 4 December 2021;...and 3 more ads,0.02,9,0,0.0,2.0,0.0,0,0.0,"Coelacanths are giant, bottom-dwelling fish whose ancient lineage stretches back more than 360 million years.",55
Missing Value,Missing Value,unknown,Ad 4 February 2022;...and 3 more ads,Ad 4 February 2022;...and 3 more ads,Ad 4 February 2022;...and 3 more ads,0.0,1,0,0.0,0.0,0.0,0,0.0,This partnership between SMU and DISD creates a long-term investment in the DFW community.,216
Missing Value,Missing Value,unknown,Ad 4 January 2022;...and 1 more ad,Ad 4 January 2022;...and 1 more ad,Ad 4 January 2022;...and 1 more ad,0.0,0,0,0.0,0.0,0.0,0,0.0,"Igniting the future of football on The Hilltop. A $50 million commitment from Garry A. Weber ’58, is the largest gift in the history of SMU Athletics to create a 192,500-square-foot Garry Weber End Zone Complex at Gerald J. Ford Stadium.",98
Missing Value,Missing Value,unknown,Ad 4;...and 2 more ads,Ad 4;...and 2 more ads,Ad 4;...and 2 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,"“Access SMU: A scholarship program to cover the cost of college for high-achieving Texas students with significant financial need.""",260
Missing Value,Missing Value,unknown,Ad 4;...and 6 more ads,Ad 4;...and 6 more ads,Ad 4;...and 6 more ads,0.0,0,0,0.0,0.0,0.0,0,0.0,"“Creating positive, lasting change that actually impacts the lives of people who have been adversely affected by inequality and injustice is my passion.” - Austin Hickle '22 Find out how SMU helped Austin get to where he is today.",263
